station_name,state,latitude,longitude,avg,avg_2,avg_3
PANTHER JUNCTION TEXAS TX US,TX,29.3167,-103.2,56.93575419,78.74581006,67.54469274
JENSEN SPRING BERYL 12 NNE UT US,UT,38.0333,-113.5167,40.91340782,67.84636872,53.65083799
DEVILS GARDEN CALIFORNIA CA US,CA,41.53,-120.6714,38.41620112,63.25698324,50.75139665
KEY WEST INTERNATIONAL AIRPORT FL US,FL,24.555,-81.75222,75.75977654,84.1396648,79.68156425
SAUGUS CALIFORNIA CA US,CA,34.425,-118.525,54.70949721,79.19832402,65.91620112
Marlette Lake NV US,NV,39.16,-119.9,34.7849162,53.2877095,42.83519553
Fourmile Lake OR US,OR,42.44,-122.23,38.07821229,53.56703911,44.92178771
TEA POT IDAHO ID US,ID,44.9044,-115.7375,36.41061453,59.18435754,47.05865922
KINGS CANYON NEBRASKA NE US,NE,42.7239,-102.9714,40.38268156,60.67318436,50.26256983
Hayden Pass CO US,CO,38.29,-105.85,29.73109244,46.89915966,36.78991597
DEER PARK AIRPORT WA US,WA,47.97417,-117.42833,35.06722689,61.49019608,49.01960784
SUGARLOAF SHF CALIFORNIA CA US,CA,40.9167,-122.4383,50.24301676,69.20670391,58.81284916
TOM BEST SPRING UTAH UT US,UT,37.8167,-112.1167,29.51675978,59.88547486,44.47765363
Chisana AK US,AK,62.07,-142.05,14.13068182,37.09375,25.52840909
GRACE IDAHO ID US,ID,42.5372,-111.8547,37.88268156,57.08100559,46.84916201
FINELY NWR OREGON OR US,OR,44.4183,-123.3253,44.17784257,66.88046647,55.08163265
Never Summer CO US,CO,40.4,-105.96,22.57422969,45.83193277,33.67787115
Mckenzie OR US,OR,44.21,-121.87,31.77094972,56.34357542,43.11173184
Zirkel CO US,CO,40.79,-106.6,28.3557423,49.30812325,38.40616246
Burnt Mtn MT US,MT,45.24,-109.46,35.59217877,57.45251397,46.07541899
FORT SMITH REGIONAL AIRPORT AR US,AR,35.333,-94.3625,52.15363128,73.37988827,62.12849162
PATJENS OREGON OR US,OR,45.3222,-120.925,45.31284916,64.41061453,54.22067039
Summit Lk NV US,NV,41.49,-119,36.66759777,54.00837989,44.76815642
CHARLESTON YEAGER AIRPORT WV US,WV,38.3794,-81.59,45.86871508,67.26815642,56.15921788
WILLIAMSPORT REGIONAL AIRPORT PA US,PA,41.2433,-76.9217,41.3547486,61.61452514,51.29608939
DOUGLAS BISBEE INL AIRPORT AZ US,AZ,31.4583,-109.6061,46.17948718,78.68945869,62.31908832
PINE HILLS CALIFORNIA CA US,CA,33.0164,-116.6339,48.91061453,70.75977654,59.25977654
Fairbanks F.O. AK US,AK,64.85,-147.8,20.23446328,38.71468927,29.83898305
ERIE PENNSYLVANIA PA US,PA,41.6281,-79.9567,27.37349398,48.09638554,38.12650602
Mcneil Canyon AK US,AK,59.74,-151.25,28.25714286,45.50285714,37.54571429
LEXINGTON NORTH CAROLINA NC US,NC,35.7922,-80.312,49.20949721,73.94413408,60.66201117
Phantom Valley CO US,CO,40.4,-105.85,25.94677871,51.80672269,37.75910364
RALEIGH AIRPORT NC US,NC,35.8923,-78.7819,51.45810056,72,61.31843575
POLE CANYON IDAHO ID US,ID,42.8944,-111.8406,37.19832402,53.26256983,44.60055866
Tolby NM US,NM,36.47,-105.19,32.51396648,51.39106145,40.67039106
Rock Creek UT US,UT,40.55,-110.69,32.43854749,54.44692737,42.83519553
KINGS POINT DUTCH JOHN 16 ESE UT US,UT,40.8606,-109.1022,36.81564246,63.90502793,50.09217877
CAMERON FIRE STATION CALIFORNI CA US,CA,32.7214,-116.4631,43.20391061,75.14804469,59.65921788
ALAMOSA SAN LUIS VALLEY REGIONAL AIRPORT CO US,CO,37.4389,-105.8613,27.16201117,61.54469274,43.94134078
SINKIN MISSOURI MO US,MO,37.5014,-91.2594,46.75418994,66.74581006,56.20670391
BUFFALO NIAGARA INTERNATIONAL NY US,NY,42.9408,-78.7358,40.6116208,57.59633028,49.22629969
PALI 2 HAWAII HI US,HI,19.3175,-155.2922,61.8547486,75.62569832,67.38547486
Css Lab CA US,CA,39.33,-120.37,36.32402235,57.26256983,45.38826816
Combination MT US,MT,46.47,-113.39,31.58379888,55.51955307,42.85195531
Dry Lake CO US,CO,40.53,-106.78,31.10084034,52.0140056,40.69747899
HURLEY CALIFORNIA CA US,CA,37.0153,-119.5678,45.51955307,76.27932961,61.06703911
Camas Creek Divide ID US,ID,43.27,-115.35,35.88826816,57.45530726,46.34357542
WINBORN MISSISSIPPI MS US,MS,34.6203,-89.3142,50.89106145,72.22346369,61.08938547
Rough And Tumble CO US,CO,39.03,-106.08,28.14285714,49.20448179,38.38655462
GRANDVIEW WEST VIRGINIA WV US,WV,37.8325,-81.0678,43.6452514,61.8575419,52.14804469
Seine Creek OR US,OR,45.53,-123.3,45.2150838,58.67597765,51.32122905
RICHMOND INTERNATIONAL AIRPORT VA US,VA,37.505,-77.3202,49.70111732,70.08379888,59.61731844
STRICKLER ARKANSAS AR US,AR,35.8683,-94.2969,50.53631285,67.47486034,58.6424581
RED ROCK NEVADA NV US,NV,36.1353,-115.4272,52.48324022,75.04469274,64.22905028
Aneroid Lake NUMBER 2 OR US,OR,45.21,-117.19,29.15642458,47.80726257,38.15642458
Two Ocean Plateau WY US,WY,44.15,-110.22,23.67039106,46.03072626,33.87430168
WARM SPRINGS CALIFORNIA CA US,CA,34.5958,-118.5786,53.0698324,72.23463687,61.25139665
TALLADEGA ALABAMA AL US,AL,33.4411,-86.0811,52.38810198,75.79886686,63.17563739
TROUT CREEK OREGON OR US,OR,44.1111,-122.575,45.18435754,63.43854749,52.76815642
HELENA MONTANA MT US,MT,46.7186,-112.0017,33.84078212,59.23463687,46.31284916
BRER RABBIT OREGON OR US,OR,44.3231,-119.7669,38.59943978,55.37254902,46.31092437
Adin Mtn CA US,CA,41.24,-120.79,31.90502793,56.77932961,44.29608939
PEORIA INTERNATIONAL AIRPORT IL US,IL,40.6675,-89.6839,44.84078212,63.88826816,54.27374302
Red Pine Ridge UT US,UT,39.45,-111.27,26.75977654,51.75418994,39.13128492
YELLOWPINE OREGON OR US,OR,44.5264,-118.3231,34.15028902,60.62716763,46.50289017
DEVIL MOUNTAIN COLORADO CO US,CO,37.2269,-107.3047,38.37430168,61.8575419,49.04469274
BALD MOUNTAIN OREGON OR US,OR,43.5556,-118.4042,40.0726257,57.85195531,48.5726257
Moraine AK US,AK,61.38,-149,31.09915014,45.81869688,37.94334278
VICTORIA TEXAS TX US,TX,28.8461,-96.9217,61.13128492,79.67318436,69.72067039
BRANCH MOUNTAIN CALIFORNIA CA US,CA,35.1889,-120.0833,51.01955307,69.63128492,59.01675978
HODZANA ALASKA AK US,AK,66.7417,-148.6767,26.74906367,42.31086142,34.55805243
Webster Flat UT US,UT,37.58,-112.9,34.48324022,54.11173184,42.77932961
Hyndman ID US,ID,43.71,-114.16,28.51396648,53.2877095,38.98324022
SAGE HEN OREGON OR US,OR,43.5097,-119.2925,33.67877095,61.29888268,47.9301676
CARR CREEK MISSOURI MO US,MO,37.1806,-91.1181,46.5325779,69.20113314,56.92351275
LITTLE BULLWACKER CREEK MONTAN MT US,MT,47.8139,-109.0167,37.87430168,59.47206704,48.39664804
Copper Mountain CO US,CO,39.49,-106.17,24.14005602,49.03921569,35.1092437
Jacks Peak NV US,NV,41.53,-116.01,35.8547486,49.27653631,42.1452514
Upper Joes Valley UT US,UT,39.42,-111.25,28.93575419,53.16480447,40.46089385
SOMERSET KENTUCKY KY US,KY,37.0556,-84.615,47.44972067,68.10335196,57.67597765
CHISTOCHINA ALASKA AK US,AK,62.5653,-144.6647,30.625,53.47177419,41.89112903
Madison Butte OR US,OR,45.11,-119.5,39.40502793,55.04469274,46.13407821
DALLAS FAA AIRPORT TX US,TX,32.8519,-96.8555,58.67597765,77.4301676,67.71787709
Bug Lake UT US,UT,41.68,-111.42,31.48314607,51.06741573,40.58988764
POVERTY CALIFORNIA CA US,CA,37.4431,-121.7706,52.2849162,68.6396648,60.09497207
Hidden Lake ID US,ID,48.89,-116.76,32.80446927,51.29888268,41.08938547
PITTSBURG LANDING IDAHO ID US,ID,45.6375,-116.4686,47.8603352,72.44413408,59.7849162
PLAINS SUMTER GEORGIA GA US,GA,32.0097,-84.33,56.58938547,77.51117318,66.17597765
HIGH POINT OREGON OR US,OR,43.9064,-123.3794,44.4273743,63.26256983,52.32681564
ENNIS MONTANA MT US,MT,45.35,-111.7344,33.51396648,59.05865922,46.46648045
MATHER NEVADA NV US,NV,39.0228,-114.2722,36.03351955,53.54748603,44.11452514
Middle Creek CO US,CO,37.62,-107.03,25.9972067,45.94692737,35.91340782
ALLISON OREGON OR US,OR,43.9247,-119.5944,29.52234637,58.44692737,43.74581006
NUCKOLS IDAHO ID US,ID,47.5083,-115.9461,42.07541899,58.54469274,49.44692737
BROOKS CALIFORNIA CA US,CA,38.7383,-122.1447,50.66759777,78.89944134,64.65083799
ZALESKI OHIO OH US,OH,39.2753,-82.385,41.93296089,65.81284916,53.53910615
Bogus Basin ID US,ID,43.76,-116.1,36.33053221,52.7394958,44.54341737
Spirit Lk UT US,UT,40.84,-110.01,22.89385475,47.18715084,35.12011173
FORESTHILL CALIFORNIA CA US,CA,39.0914,-120.7317,48.46648045,68.19832402,57.14804469
Tipton OR US,OR,44.66,-118.43,36.37988827,56.18994413,45.39664804
CROSSVILLE AREA OFFICE TENNESS TN US,TN,35.9178,-84.9972,43.57821229,68.49162011,55.66480447
JUNIPER SPRINGS NEVADA NV US,NV,41.0819,-119.7772,41.87709497,63.79329609,52.39944134
HONOKANAI A HAWAII HI US,HI,20.5089,-156.6817,73.29888268,84.96368715,78.55027933
ANDREW PICKENS SOUTH CAROLINA SC US,SC,34.8117,-83.125,52.68562874,71.93113772,61.35628743
CASS LAKE MINNESOTA MN US,MN,47.3778,-94.615,32.10335196,52.76256983,42.90502793
DIAMOND RIM UT US,UT,40.6172,-109.2428,34.82402235,54.15083799,43.91899441
YOUNGSTOWN WARREN REGIONAL AIRPORT OH US,OH,41.25444,-80.67389,39.81284916,59.70670391,49.96927374
Box Canyon MT US,MT,45.27,-110.25,32.24581006,54.12569832,41.79050279
CHEPETA UTAH UT US,UT,40.8111,-110.0747,23.13128492,36.29888268,29.27374302
REDMOND AIRPORT OR US,OR,44.2558,-121.1392,33.74074074,65.36752137,50.26210826
SOMES BAR CALIFORNIA CA US,CA,41.39,-123.4958,47.03351955,75.34916201,58.75698324
MOUNT VERNON MISSOURI MO US,MO,37.0711,-93.8972,47.89664804,67.67877095,57.27653631
RIDDLE MOUNTAIN OREGON OR US,OR,43.1006,-118.4981,39.7122905,56.7877095,47.58938547
FORT HUNTER LIGGET CALIFORNIA CA US,CA,36.0117,-121.2417,44.39944134,79.36871508,61.13407821
CRYSTAL IDAHO ID US,ID,42.99,-113.16,36.9273743,60.29329609,48.55865922
MEANS LAKE CALIFORNIA CA US,CA,34.3906,-116.5169,52.4301676,81.16480447,66.61731844
Lakefork NUMBER 1 UT US,UT,40.6,-110.43,21.46368715,47.87709497,34.15642458
Exit Glacier AK US,AK,60.19,-149.62,32.92253521,50.93309859,41.72535211
Peavine Ridge OR US,OR,45.04,-121.93,38.73314607,56.86516854,46.88483146
SUGARLOAF OREGON OR US,OR,43.6728,-122.6564,42.66946779,59.12605042,49.9719888
POPPY PARK CALIFORNIA CA US,CA,34.7325,-118.3833,51.5726257,77.84078212,64.15083799
Wolf Creek Summit CO US,CO,37.48,-106.8,31.14005602,47.50420168,38.22969188
SILVER BUTTE OREGON OR US,OR,42.8589,-123.3783,43.02513966,60.06424581,50.47765363
White River Nv NV US,NV,38.95,-115.38,30.16338028,58.12112676,44.7971831
Parley s Summit UT US,UT,40.76,-111.63,36.97486034,54.06703911,44.94134078
BYROMVILLE GEORGIA GA US,GA,32.2033,-83.9319,56.10893855,77.79050279,66.16480447
Hawkins Lake MT US,MT,48.97,-115.95,32.76536313,47.55865922,39.65642458
NORTH PLATTE REGIONAL AIRPORT NE US,NE,41.1213,-100.6694,36.26256983,64.91340782,50.06703911
DEMAREE COLORADO CO US,CO,39.46,-108.88,40.19832402,58.90782123,48.72625698
Sandstone RANGER STATION WY US,WY,41.11,-107.17,31.05602241,52.83193277,41.5210084
SEATTLE TACOMA INTERNATIONAL AIRPORT WA US,WA,47.4444,-122.3138,47.76256983,63.15921788,54.99162011
Chapman Tunnel CO US,CO,39.26,-106.63,24.93854749,49.34078212,35.52234637
Willow Creek WY US,WY,42.82,-110.84,30.50837989,53.18156425,39.69553073
GRASSY MOUNTAIN OREGON OR US,OR,42.6261,-117.395,40.81564246,62.97486034,51.68156425
Mill D North UT US,UT,40.66,-111.64,35.82681564,50.88268156,42.44692737
GOOSE CREEK IDAHO ID US,ID,42.095,-113.8958,38.7877095,60.2877095,48.95251397
CLEAR CREEK CALIFORNIA CA US,CA,34.2711,-118.1525,55.75139665,71.15642458,62.73463687
Sage Creek Basin WY US,WY,41.4,-107.26,30.25352113,53.15211268,41.6084507
EMIGRANT OREGON OR US,OR,43.4675,-122.2175,43.5726257,64.08659218,52.19832402
Lost Creek Resv UT US,UT,41.22,-111.36,30.94957983,59.88795518,44.23809524
EVANSVILLE REGIONAL AIRPORT IN US,IN,38.0441,-87.5205,47.94134078,67.51675978,57.69832402
TOCCOA NUMBER 1 GEORGIA GA US,GA,34.765,-84.0744,46.7150838,67.17877095,56.46368715
DAWSONVILLE GEORGIA GA US,GA,34.3761,-84.0597,50.96927374,72.66759777,60.80726257
JACKSONVILLE INTERNATIONAL AIRPORT FL US,FL,30.495,-81.6936,60.49162011,80.4273743,69.31843575
SOLLERS ARIZONA AZ US,AZ,32.4033,-110.7117,45.62108262,66.73219373,54.41025641
BIRD TEXAS TX US,TX,30.2625,-98.6289,56.53932584,77.59831461,66.51404494
Spud Mountain CO US,CO,37.7,-107.78,30.68347339,50.16246499,38.47338936
MID HILLS CALIFORNIA CA US,CA,35.1231,-115.4114,48.77932961,68.48044693,58.60335196
CHILOQUIN OREGON OR US,OR,42.5769,-121.8936,36.04189944,62.85195531,49.01117318
ALDER SPRINGS CALIFORNIA CA US,CA,39.6514,-122.7236,49.43854749,66.09217877,56.66759777
Disaster Peak NV US,NV,41.97,-118.19,41.75139665,57.61173184,49.59217877
Daisy Peak MT US,MT,46.67,-110.33,31.03351955,47.94972067,38.53351955
HURON REGIONAL AIRPORT SD US,SD,44.3981,-98.2231,35.67507003,59.40616246,47.52380952
BURNS TENNESSEE TN US,TN,36.065,-87.2831,50.22067039,70.08379888,59.48324022
TRUXTON CANYON ARIZONA AZ US,AZ,35.7825,-113.7942,51.72625698,68.30726257,59.55865922
RAPID CITY REGIONAL AIRPORT SD US,SD,44.0433,-103.0536,34.74022346,61.55586592,48.14804469
Moss Peak MT US,MT,47.68,-113.96,32.2849162,47.67877095,39.4273743
CRESTVIEW CALIFORNIA CA US,CA,37.745,-118.9833,27.08938547,62.22346369,43.96368715
BAILLY INDIANA IN US,IN,41.6317,-87.0878,41.59776536,59.08100559,50.5698324
Rawah CO US,CO,40.71,-106.01,30.61064426,50.58823529,39.06162465
HAMBY TEXAS TX US,TX,32.5,-99.6167,53.4929972,76.78151261,64.7535014
COLUMBIA METROPOLITAN AIRPORT SC US,SC,33.9419,-81.1181,55.55865922,77.2849162,66.01396648
MCKINLEY RIVER ALASKA AK US,AK,63.6492,-151.6397,16.98219585,40.12166172,29.4925816
SPARTA BUTTE OREGON OR US,OR,44.9083,-117.375,37.55027933,59.46368715,48.37709497
West Yellowstone MT US,MT,44.66,-111.09,24.01396648,54.90223464,39.20111732
Bristlecone Trail NV US,NV,36.32,-115.7,34.60055866,54.2849162,43.37709497
LAS VEGAS MCCARRAN INTERNATIONAL AIRPORT NV US,NV,36.0719,-115.1634,61.20391061,82,71.66759777
BLACK CANYON COLORADO CO US,CO,38.5428,-107.6869,33.25418994,56.98603352,43.94134078
NUCLA COLORADO CO US,CO,38.2297,-108.5583,39.46648045,66.40502793,52.34357542
BEAR FLAT CALIFORNIA CA US,CA,41.295,-120.3133,36.35632184,60.68103448,48.20689655
SADDLEBACK CALIFORNIA CA US,CA,39.6375,-120.8653,43.29378531,57.67231638,49.62146893
QUAIL PRAIRIE LOOKOUT OREGON OR US,OR,42.2167,-124.0333,46.20949721,63.05307263,53.63407821
CHILAO CALIFORNIA CA US,CA,34.3317,-118.0303,51.05367232,66.93785311,58.25988701
DETROIT LAKES MINNESOTA MN US,MN,46.8489,-95.8464,32.76553672,53.15819209,43.4519774
SWEEZY VERMONT VT US,VT,43.3333,-73.0333,33.1452514,59.32681564,46.42458101
Michigan Creek CO US,CO,39.44,-105.91,26.46218487,48.42857143,36.73109244
Kimberly Mine UT US,UT,38.48,-112.39,31.89106145,53.95810056,40.90502793
SCHROON LAKE NEW YORK NY US,NY,43.8,-73.7,32.55027933,56.79329609,44.84357542
Hobble Creek UT US,UT,40.19,-111.36,36.43854749,57.95251397,45.93296089
MOLOKAI 1 HAWAII HI US,HI,21.115,-156.9475,62.08100559,74.6424581,67.13687151
BEN CREEK ALASKA AK US,AK,65.2833,-143.0667,25.665625,40.5,32.715625
Trough WA US,WA,47.23,-120.29,37.69273743,51.07821229,43.94413408
CORPUS CHRISTI INTERNATIONAL AIRPORT TX US,TX,27.7742,-97.5122,63.63407821,80.77932961,71.51955307
EAGLE CREEK OREGON OR US,OR,45.3686,-122.3311,44.28,64.53428571,53.99714286
OLUSTEE FLORIDA FL US,FL,30.2,-82.4,58.6452514,82.48324022,69.0698324
SPRING GULCH NEVADA NV US,NV,40.5931,-114.2028,42.75698324,62.35195531,52.63687151
MOUNT LAGUNA CALIFORNIA CA US,CA,32.8797,-116.4203,40.68156425,66.09217877,52.84357542
Moonshine ID US,ID,44.41,-113.4,25.97486034,54.58659218,38.12290503
TOLEDO EXPRESS AIRPORT OH US,OH,41.58861,-83.80139,39.66759777,59.22346369,49.60055866
YOLLA BOLLA CALIFORNIA CA US,CA,40.3375,-123.0656,42.97486034,69.25977654,54.01955307
Nast Lake CO US,CO,39.3,-106.61,24.43296089,55.98324022,38.72067039
Daly Lake OR US,OR,44.52,-122.09,43.62849162,57.71787709,49.76815642
ANZA CALIFORNIA CA US,CA,33.555,-116.673,45.12569832,72.34078212,59.01117318
ALBUQUERQUE INTERNATIONAL AIRPORT NM US,NM,35.0419,-106.6155,46.2849162,70.41061453,57.87988827
Lynn Lake WA US,WA,47.2,-121.78,39.37988827,50.91620112,44.47206704
ROSWELL INDUSTRIAL AIR PARK NM US,NM,33.3075,-104.5083,46.56424581,76.33519553,60.7877095
HELMUT MOUNTAIN ALASKA AK US,AK,67.7414,-144.1225,17.77932961,27.54748603,22.80446927
VERNON VERNON 10 N UTAH UT US,UT,40.0989,-112.4269,35.5698324,64.69553073,50.32960894
Munson Ridge AK US,AK,64.85,-146.21,23.767507,35.6022409,29.54341737
COLEMAN TEXAS TX US,TX,31.5061,-99.6594,55.25977654,78.89664804,66.54469274
FALCON LAKE TEXAS TX US,TX,26.5547,-99.1356,63.17039106,87.45810056,73.92178771
Togwotee Pass WY US,WY,43.75,-110.06,24.83240223,44.91061453,34.0027933
STERLING GEORGIA GA US,GA,31.2569,-81.6106,58.37988827,79.48882682,67.84357542
CRAZY PEAK CALIFORNIA CA US,CA,41.9919,-123.6036,44.30446927,63.31843575,52.37988827
Upper Tsaina River AK US,AK,61.19,-145.65,21.77053824,40.50991501,31.1388102
NORWAY KAMAS 10 W UTAH UT US,UT,40.6517,-111.0519,28.94692737,54.58659218,40.97765363
Fallen Leaf CA US,CA,38.93,-120.05,33.1452514,58.61173184,45.05865922
ELK CREEK OREGON OR US,OR,44.7578,-117.9711,36.35195531,55.02793296,44.67039106
HAMBLEN CO HQ TENNESSEE TN US,TN,36.2572,-83.2772,49.33240223,69.85195531,59.02513966
YELLOW CREEK KENTUCKY KY US,KY,36.6036,-83.6961,46.79608939,68.85195531,57
BECHLER WYOMING WY US,WY,44.15,-111.0467,25.15083799,54.65921788,39.63407821
JAMES RIVER VIRGINIA VA US,VA,37.25,-77.25,48.12849162,71.18715084,58.55027933
PINE RIDGE COLORADO CO US,CO,39.2603,-108.4072,39.33519553,60.00837989,49.48882682
PENDLETON E OR REGIONAL AIRPORT OR US,OR,45.6983,-118.8547,42.5027933,66.02513966,54.2877095
NEAL SMITH IOWA IA US,IA,41.5667,-93.2583,41.73743017,60.73743017,51.13407821
Stickney Mill ID US,ID,43.86,-114.21,23.75698324,53.39944134,38.26256983
Bear River CO US,CO,40.06,-107.01,27.58263305,50.40896359,38.16246499
Leavitt Lake CA US,CA,38.28,-119.61,34.25418994,48.91340782,40.90782123
WHITE WOLF CALIFORNIA CA US,CA,37.8511,-119.65,32.48882682,57.42178771,43.06424581
Mule Creek MT US,MT,45.41,-112.96,28.88547486,47.9301676,37.5726257
PHILADELPHIA INTERNATIONAL AIRPORT PA US,PA,39.8683,-75.2311,53.97658863,71.20735786,62.45150502
ROSE VALLEY CALIFORNIA CA US,CA,34.5431,-119.1842,36.45810056,74.27374302,55.1424581
Grave Springs WY US,WY,43.47,-107.24,30.5027933,48.04469274,38.69553073
KAHUKU TRAINING AREA HAWAII HI US,HI,21.6792,-157.9894,69.81843575,79.87709497,73.9301676
Sylvan Road WY US,WY,44.46,-110.14,23.60055866,52.24022346,36.80446927
PARK RIDGE CALIFORNIA CA US,CA,36.7242,-118.9425,42.67977528,57.69662921,49.27808989
Kelly Station AK US,AK,67.93,-162.28,17.19830028,33.19263456,25.63456091
SUNSET POINT ARIZONA AZ US,AZ,34.1953,-112.1417,55.64985994,78.7535014,66.91596639
KODIAK AIRPORT AK US,AK,57.75111,-152.48556,38.92458101,49.53910615,44.5
Big Goose WY US,WY,44.58,-107.2,30.05865922,51.47206704,39.99441341
Pine Creek UT US,UT,38.88,-112.25,34.65826331,52.03361345,42.77310924
Crazyman Flat OR US,OR,42.64,-120.95,27.55027933,58.04189944,42.46368715
GRAND ISLAND CENTRAL NE REGIONAL AIRPORT NE US,NE,40.9611,-98.3136,40.30726257,64.03072626,51.82122905
STANLEY IDAHO ID US,ID,44.1692,-114.9258,23.57909605,54.93502825,38.6440678
CHILDRESS MUNICIPAL AIRPORT TX US,TX,34.4272,-100.2831,50.9494382,75.50280899,62.4747191
Pike Creek MT US,MT,48.3,-113.33,34.89664804,49.06424581,41.78212291
Anchorage Hillside AK US,AK,61.11,-149.67,27.09943182,43.67613636,35.32386364
MOUNT WILSON OREGON OR US,OR,45.03,-121.6278,37.23743017,58.91061453,46.44134078
Red Hill OR US,OR,45.46,-121.7,39.38547486,53.79608939,45.66201117
GBRC HQ UT US,UT,39.32,-111.49,33.0698324,53.13687151,41.96927374
MOUNT ELIZABETH CALIFORNIA CA US,CA,38.0631,-120.2469,49.62849162,67.19832402,56.97765363
CEDAR PASS NEVADA NV US,NV,39.7569,-114.1658,38.44692737,60.50837989,48.69273743
COPPER GULCH COLORADO CO US,CO,38.3139,-105.4844,30.96089385,61.7877095,46.20111732
INDIAN GRAVE TENNESSEE TN US,TN,35.6236,-83.8083,50.27653631,68.53072626,58.08938547
BELL CANYON CALIFORNIA CA US,CA,33.5417,-117.5917,57.3603352,77.25139665,65.97206704
CASE MOUNTAIN CALIFORNIA CA US,CA,36.4108,-118.8092,44.83519553,62.0726257,51.66759777
WILKES BARRE SCRANTON INTERNATIONAL AIRPORT PA US,PA,41.3336,-75.7269,41.53072626,61.31284916,51.55865922
COLORADO BEND TEXAS TX US,TX,31.0522,-98.5003,56.07821229,77.43296089,66.47206704
Hand Creek MT US,MT,48.31,-114.84,30.16201117,53.99441341,41.77653631
FALL MOUNTAIN OREGON OR US,OR,44.2939,-119.0333,37.44225352,55.23943662,45.54647887
Shanghi Summit ID US,ID,46.57,-115.74,37.87150838,55.9301676,45.60055866
LANDER HUNT FIELD AIRPORT WY US,WY,42.8154,-108.7261,33.7122905,59.7122905,46.79050279
ACTON CALIFORNIA CA US,CA,34.4458,-118.2,48.25698324,77.91899441,62.62290503
BEN LOMOND CALIFORNIA CA US,CA,37.1317,-122.17,51.49162011,67.87988827,58.99441341
BURGESS WYOMING WY US,WY,44.7853,-107.5347,25.89385475,48.74860335,37.28212291
BISMARCK MUNICIPAL AIRPORT ND US,ND,46.7825,-100.7572,32.3575419,57.84916201,45.41340782
GOOSE VALLEY CALIFORNIA CA US,CA,33.0736,-116.8458,57.05307263,75.92178771,65.31005587
MCGRATH AIRPORT AK US,AK,62.9574,-155.6103,21.3908046,38.98850575,30.31896552
WHITMORE CALIFORNIA CA US,CA,40.6194,-121.8994,49.70930233,72.89534884,60.02034884
Vallecito CO US,CO,37.49,-107.51,32.2745098,48.37254902,39.26330532
HORSE LAKE CALIFORNIA CA US,CA,40.6306,-120.5028,33.86592179,64.27094972,49.22346369
MOUNT TOM CALIFORNIA CA US,CA,37.3761,-119.1783,37.45810056,52.84916201,44.22346369
COPPER BASIN IDAHO ID US,ID,43.8,-113.8333,17.7122905,50.92458101,34.94972067
Cumbres Trestle CO US,CO,37.02,-106.45,28.37430168,50.14804469,38.58659218
PULGAS CALIFORNIA CA US,CA,37.475,-122.2981,50.50140056,72.80952381,60
Chamita NM US,NM,36.96,-106.66,32.94692737,55.26256983,42.90782123
Dry Fork UT US,UT,40.57,-112.17,36.60614525,55.48044693,45.12569832
MAD RIVER CALIFORNIA CA US,CA,40.4633,-123.5239,42.34375,70.57954545,54.64204545
ARROYO SECO MT. DIABLO CALIF CA US,CA,36.23,-121.4917,46.29329609,79.47486034,60.85195531
Rock Springs OR US,OR,44.01,-118.84,35.68715084,57.72067039,46.45251397
Burts Miller Ranch UT US,UT,40.98,-110.85,29.32402235,54.30726257,41.59217877
Spratt Creek CA US,CA,38.67,-119.82,36.01396648,62.1452514,48.11731844
DULUTH INTERNATIONAL AIRPORT MN US,MN,46.8369,-92.1833,33.44692737,51.3575419,42.60614525
RAY S VALLEY UTAH UT US,UT,40.1178,-111.2747,35.64804469,58.10335196,46.32960894
SAND CREEK NORTH DAKOTA ND US,ND,46.5456,-103.5183,34.11173184,58.44972067,46.08379888
SIARD NEVADA NV US,NV,40.3944,-117.625,38.31005587,68.07541899,53.39664804
Gutz Peak UT US,UT,37.5,-113.94,40.82402235,59.4301676,49.67318436
COTTONWOOD ALASKA AK US,AK,65.3458,-155.9361,21.23734177,32.63924051,26.99367089
Salt River Summit WY US,WY,42.51,-110.91,33.03116147,52.52124646,41.67988669
CUT BANK AIRPORT MT US,MT,48.6033,-112.3752,31.05865922,56.68156425,44.29050279
SALMON IDAHO ID US,ID,45.15,-113.9333,38.57541899,57.03910615,47.38547486
MOREY CREEK NEVADA NV US,NV,41.4558,-117.6333,43.7849162,62.43575419,52.80446927
Long Draw Resv CO US,CO,40.51,-105.77,20.99719888,48.76190476,34.34733894
ATTWATER NWR TEXAS TX US,TX,29.6617,-96.2597,59.12011173,79.63128492,68.60893855
CHIEF COVE ALASKA US,AK,57.7294,-153.9325,42.56818182,50.77651515,46.33333333
NOME MUNICIPAL AIRPORT AK US,AK,64.5111,-165.44,22.75139665,35.45251397,29.3575419
Calamity WA US,WA,45.9,-122.22,44.76256983,56.58659218,50.13128492
CEDAR GROVE CALIFORNIA CA US,CA,36.7878,-118.6561,38.3603352,68.98603352,52.03631285
SELAWIK ALASKA AK US,AK,66.6033,-159.1125,16.25977654,32.82960894,24.82122905
SAN ANTONIO INTERNATIONAL AIRPORT TX US,TX,29.5443,-98.4839,60.77094972,80.20670391,69.82402235
Tinkham Creek WA US,WA,47.33,-121.47,39.54748603,53.31843575,45.2877095
GLASGOW INTERNATIONAL AIRPORT MT US,MT,48.2138,-106.6214,33.18715084,58.33798883,45.51675978
STINKWATER CREEK MONTANA MT US,MT,46.8536,-113.3939,36.3575419,56.9301676,45.31564246
